p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	peak
3.35123579213782e-10	1.31306509236153	0.151	0.057	0.000157048627803376	C3	chr21-29091975-29093051
3.41072250386533e-10	1.04448335173189	0.261	0.119	0.000159836347626391	C3	chr2-42964274-42964964
3.53155151316772e-10	1.24738855040812	0.137	0.054	0.000165498745406428	C3	chr1-206503729-206504562
3.60051349616926e-10	1.26455403787257	0.147	0.058	0.00016873050391963	C3	chr17-76550697-76551351
3.74275568747849e-10	1.19113505109801	0.166	0.068	0.000175396385506736	C3	chr12-3137119-3137803
3.95418365197312e-10	0.89712595216434	0.128	0.065	0.000185304513064051	C3	chr3-171873460-171875241
4.28136256896243e-10	1.0306635494666	0.246	0.116	0.000200637065933029	C3	chr12-121059114-121061100
4.44949360430854e-10	1.3036319887209	0.154	0.058	0.00020851617382935	C3	chr1-48039023-48040013
4.47737684060319e-10	1.36954000253678	0.169	0.062	0.000209822863143503	C3	chr11-68832603-68833337
4.58114806487625e-10	1.25274147394032	0.226	0.088	0.000214685883649489	C3	chr12-127125352-127126619
4.60137133198789e-10	0.857709610501849	0.203	0.105	0.000215633604593815	C3	chr8-102893860-102895258
4.77550855168883e-10	1.53956831413357	0.164	0.053	0.000223794179706938	C3	chr2-64591066-64591912
4.95128967741191e-10	1.66701379866299	0.11	0.033	0.000232031793023587	C3	chr4-2922387-2923697
5.02955524279836e-10	0.73009936778774	0.439	0.26	0.000235699544387735	C3	chr1-37476467-37477700
5.29118488417776e-10	0.543451866836033	0.382	0.252	0.000247960268108734	C3	chr10-44973318-44975276
5.30173776150036e-10	1.06625986028289	0.175	0.078	0.000248454806543415	C3	chr3-194941654-194943529
5.6807560493559e-10	1.52395602242093	0.115	0.037	0.000266216702665361	C3	chr7-24783621-24784534
5.72099295942017e-10	1.34478685814277	0.171	0.063	0.000268102320958012	C3	chr17-48915189-48916422
6.69807725405875e-10	1.03420848713941	0.126	0.058	0.00031389132454923	C3	chr7-44979681-44980181
6.72796345367397e-10	0.851456253298829	0.296	0.157	0.000315291878533178	C3	chr1-6358069-6360263
6.75275097720956e-10	0.719084629727121	0.308	0.175	0.000316453493769874	C3	chr10-124091411-124094730
6.77685099912172e-10	1.21060926715798	0.128	0.052	0.000317582890686741	C3	chr1-109891899-109893259
6.9509048417774e-10	1.54602041536027	0.165	0.053	0.00032573955850973	C3	chr2-41930755-41931527
7.40735831521331e-10	1.62293391935734	0.139	0.042	0.00034713029199001	C3	chr1-27883914-27885925
7.62062370693075e-10	1.7864114203947	0.103	0.028	0.000357124526715525	C3	chr20-51448896-51449377
7.87898441477227e-10	1.25060172266968	0.195	0.079	0.000369232058731032	C3	chr19-4228838-4229980
8.34837814206436e-10	1.41321547872288	0.119	0.042	0.000391229210033748	C3	chr22-43126803-43127126
8.35251943289546e-10	1.30513675823954	0.197	0.076	0.000391423282931837	C3	chr5-151067549-151069250
8.38562555329383e-10	0.559577914515598	0.401	0.263	0.000392974731741453	C3	chr1-215635792-215637529
9.3327709567372e-10	1.41874544694346	0.154	0.054	0.00043736071206848	C3	chr2-88852407-88853879
9.80868902734775e-10	0.993691052556757	0.117	0.055	0.000459663613019695	C3	chr18-26918739-26920359
1.00488820917133e-09	1.76455135998108	0.148	0.042	0.00047091975657575	C3	chr3-187011841-187013752
1.04747717382704e-09	0.479680501815674	0.37	0.252	0.000490878180493394	C3	chr7-140229031-140233341
1.14996924163414e-09	0.725265117338324	0.281	0.154	0.000538908935737765	C3	chr12-26237628-26240197
1.15015480361184e-09	1.96847326122781	0.149	0.036	0.000538995895461811	C3	chr22-37306614-37308112
1.25560171595775e-09	1.58974082700568	0.137	0.043	0.000588411376547563	C3	chr19-46992555-46993496
1.27155983695909e-09	0.679168312405312	0.344	0.206	0.000595889814834302	C3	chr10-29658539-29660316
1.28823334576127e-09	1.7044812781099	0.118	0.035	0.000603703504590758	C3	chr12-91406660-91407903
1.46279677389875e-09	1.43266698244766	0.102	0.035	0.000685508989355399	C3	chr21-33301818-33303016
1.4645093681283e-09	1.04028090271153	0.148	0.067	0.000686311560676597	C3	chr12-92403403-92404795
1.49170076461863e-09	1.3872444563453	0.141	0.051	0.000699054237622466	C3	chr5-10576555-10578410
1.51655128669081e-09	1.29836126407135	0.142	0.054	0.000710699912930628	C3	chr5-10631716-10632731
1.6302945806698e-09	1.28524702506127	0.161	0.061	0.000764003319044708	C3	chr12-131249251-131250875
1.77459167498396e-09	2.35229397590111	0.105	0.02	0.000831625122056056	C3	chr17-73316780-73317646
1.81631319393577e-09	1.00069211518888	0.181	0.084	0.000851177035760927	C3	chr21-42093490-42094532
1.8400675505064e-09	1.82207916080257	0.1	0.026	0.000862309016126264	C3	chr8-127723108-127723696
1.94058786679685e-09	1.38145296495782	0.105	0.039	0.000909415751429141	C3	chr9-91588670-91590015
2.01697839649441e-09	1.96707586440268	0.106	0.025	0.000945214568970778	C3	chr5-176440631-176442417
2.05939489461924e-09	1.22104378202339	0.149	0.06	0.000965092170070518	C3	chr2-224022477-224023525
2.08244969751485e-09	1.52856666986573	0.111	0.036	0.000975896319296687	C3	chr12-30828449-30829324
2.10571665645172e-09	0.949958063024205	0.176	0.085	0.000986799890996313	C3	chr17-31595798-31597243
2.15289215783504e-09	0.587944602522492	0.431	0.281	0.00100890769903408	C3	chr9-136900452-136903824
2.16352706771059e-09	1.24481015762845	0.176	0.07	0.00101389152621414	C3	chr5-178452877-178453612
2.22371859691808e-09	1.52008330574979	0.155	0.051	0.00104209902235512	C3	chr2-64203329-64204986
2.37421957221714e-09	1.21202402232191	0.132	0.053	0.00111262814390855	C3	chr20-50277991-50279258
2.39595637759253e-09	1.65929097343824	0.126	0.037	0.00112281464127481	C3	chr11-8342890-8343895
2.39879835459451e-09	0.670436861233274	0.367	0.217	0.00112414647411527	C3	chr16-57937874-57940252
2.59103522668511e-09	0.955671421074078	0.309	0.154	0.00121423424724622	C3	chr5-1139499-1140867
2.7080685122707e-09	1.57204774375823	0.105	0.033	0.0012690794388369	C3	chr6-13383045-13384124
2.72278612189407e-09	0.721221420600538	0.364	0.212	0.0012759765375171	C3	chr5-172732888-172734180
2.73935663769081e-09	1.34929926631218	0.171	0.064	0.00128374196176441	C3	chr3-192818803-192819973
3.14608703016707e-09	1.32601105012033	0.108	0.04	0.00147434761886017	C3	chr1-46174284-46175536
3.18075935602616e-09	1.73970758436955	0.119	0.034	0.00149059607625518	C3	chr15-92074572-92075209
3.19108909437328e-09	1.43507036832916	0.121	0.041	0.00149543689120706	C3	chr1-27135986-27138314
3.58811536655089e-09	1.29931500976927	0.155	0.06	0.00168149491611138	C3	chr10-46526507-46526949
3.63602552968231e-09	1.22229079170939	0.135	0.054	0.00170394700794949	C3	chr11-19776161-19778104
3.68758746892629e-09	1.20603387722963	0.183	0.074	0.00172811042797546	C3	chr8-133918600-133920002
3.71993949794411e-09	1.46377011246706	0.179	0.062	0.00174327152698205	C3	chr4-183729443-183730337
3.91889376499187e-09	1.77126524306797	0.116	0.032	0.00183650726619437	C3	chr10-50538343-50539382
4.05247693675357e-09	1.54783726181627	0.123	0.039	0.00189910821439389	C3	chr5-178361567-178362097
4.15494502493664e-09	1.01928219140294	0.127	0.059	0.00194712773209103	C3	chr7-1075949-1077004
4.25535906151006e-09	1.21318578095982	0.148	0.06	0.0019941846616364	C3	chr7-913987-914791
4.45504277892398e-09	1.62066355998569	0.133	0.041	0.00208776224244437	C3	chr17-10620172-10621446
4.48546861889583e-09	1.17187772715426	0.148	0.062	0.00210202067340453	C3	chr16-85602080-85603500
4.60810976818151e-09	1.18379562545163	0.211	0.086	0.00215949387255313	C3	chr10-103738480-103739949
5.05621583559049e-09	1.10930793936051	0.107	0.047	0.00236948937081693	C3	chr9-108548986-108549681
5.3110827292155e-09	1.49940318644914	0.148	0.049	0.00248892738830953	C3	chr3-143831903-143832824
5.45309390889907e-09	1.52068123762971	0.139	0.045	0.00255547794543346	C3	chr22-24433779-24435141
5.57203324896895e-09	0.781323218677123	0.262	0.142	0.00261121636943107	C3	chr17-81020650-81021630
5.57652102000915e-09	1.28270840627965	0.141	0.056	0.00261331946908587	C3	chr7-74284749-74285183
6.24727286731157e-09	1.69590742951027	0.124	0.035	0.00292765323653535	C3	chr3-140725083-140725843
6.27901204099212e-09	1.12470413103705	0.245	0.108	0.0029425271337581	C3	chr17-40614665-40615916
6.38500585238044e-09	0.722745502307667	0.286	0.165	0.00299219890759519	C3	chr10-7540874-7542160
6.40380120406358e-09	1.11577668095512	0.158	0.067	0.00300100695445911	C3	chr6-12886550-12887964
6.94510140880964e-09	1.05434056818475	0.226	0.102	0.00325467592810905	C3	chr5-139658550-139659522
7.22000797458945e-09	1.88609495326964	0.138	0.036	0.00338350511712388	C3	chr3-64976491-64978093
7.25611851515591e-09	1.03644548015019	0.174	0.078	0.003400427563639	C3	chr17-73339921-73340588
7.42409942781463e-09	1.3567740843857	0.131	0.047	0.00347914829075734	C3	chr1-110634209-110635257
7.52865938412559e-09	0.762767721139666	0.206	0.115	0.00352814811852339	C3	chr18-32906084-32908210
7.54429783855554e-09	1.1893174795253	0.152	0.063	0.00353547675178444	C3	chr6-159576905-159578206
7.9821827310295e-09	1.27723916372896	0.149	0.057	0.00374068231105962	C3	chr7-41106510-41108467
8.0658094869716e-09	1.53741205926721	0.128	0.042	0.00377987223407002	C3	chr9-123364100-123364876
8.16809191200254e-09	1.06002897476989	0.238	0.107	0.00382780474462984	C3	chr15-70195298-70197235
8.29134163533417e-09	1.23902003211042	0.15	0.059	0.00388556313922502	C3	chr11-102602988-102603772
8.54314692552503e-09	1.79842292544507	0.117	0.032	0.00400356640056187	C3	chr1-184160927-184161684
9.28701106026445e-09	1.22088435704447	0.103	0.042	0.00435216270616067	C3	chr15-20244692-20245220
9.39353557600943e-09	1.42149180727784	0.138	0.048	0.00440208318344972	C3	chr10-26780220-26782162
9.43324303825144e-09	1.3825464438187	0.11	0.038	0.00442069125177273	C3	chr5-149001833-149002591
1.016766744517e-08	1.02248559558462	0.139	0.064	0.00476486382716259	C3	chr12-89098241-89099537
1.02442642670942e-08	1.34009460304901	0.117	0.044	0.00480075931922407	C3	chr7-90604484-90605431
1.03918671806682e-08	1.4087229261092	0.123	0.044	0.00486993032500935	C3	chr7-92641695-92642696
1.10783004877486e-08	1.28791117035576	0.201	0.078	0.00519161287927312	C3	chr2-11391255-11392354
1.11721274305534e-08	0.804510520133344	0.309	0.168	0.00523558290565281	C3	chr20-32154643-32155884
1.11880198148591e-08	1.54944294286767	0.102	0.032	0.00524303053781761	C3	chr3-58575747-58578186
1.14671629004009e-08	1.43856831576528	0.128	0.044	0.00537384508285198	C3	chr2-62306588-62307894
1.14762046626846e-08	0.901619307313131	0.22	0.111	0.00537808231486923	C3	chr12-67827002-67828910
1.16622614204797e-08	0.475548347372413	0.472	0.324	0.005465273907218	C3	chr5-160230637-160232359
1.16624471000391e-08	1.30803731315948	0.205	0.08	0.00546536092204422	C3	chr7-134643072-134643745
1.17114340807204e-08	0.924224312370907	0.187	0.092	0.00548831764181392	C3	chr1-153616154-153616801
1.20353062354589e-08	0.718707394478053	0.221	0.125	0.00564009352581686	C3	chr18-38939845-38941797
1.21937852300169e-08	1.56232632284101	0.136	0.043	0.00571436137855758	C3	chr11-1704423-1707570
1.26733471769931e-08	1.69820123851813	0.152	0.045	0.00593909801420711	C3	chr12-89959666-89960992
1.31714844690419e-08	1.37727966119029	0.114	0.041	0.00617253959524266	C3	chr1-56452208-56452564
1.33212826777245e-08	1.54338180119261	0.1	0.033	0.00624273937997937	C3	chr22-42439300-42440282
1.33284261378277e-08	1.26353491355613	0.12	0.046	0.00624608701254408	C3	chr17-2903222-2904584
1.33545056010468e-08	1.40377036826295	0.1	0.035	0.00625830860531297	C3	chr7-74598422-74598956
1.34501320268806e-08	1.16233881147535	0.181	0.075	0.00630312192162503	C3	chr17-79038302-79039076
1.36868403927349e-08	1.0217437085348	0.145	0.067	0.00641405032640696	C3	chr16-11370219-11372277
1.38301354521293e-08	1.1269133979067	0.126	0.054	0.00648120254679589	C3	chr12-57898280-57899650
1.38351098277087e-08	1.30397440358384	0.177	0.068	0.00648353368344931	C3	chr15-67174609-67176529
1.40872194373496e-08	1.46998774397781	0.144	0.049	0.00660167955770569	C3	chr22-39148795-39149091
1.43682244772449e-08	0.837035365424722	0.208	0.108	0.00673336666854679	C3	chr12-47801019-47802651
1.47468634883332e-08	0.62048779380707	0.263	0.157	0.00691080788967412	C3	chr2-173042708-173044534
1.52346655570929e-08	1.66738682719423	0.204	0.062	0.00713940608535488	C3	chrX-69026947-69028207
1.5331685502018e-08	0.723240437520437	0.233	0.135	0.00718487244512518	C3	chr22-42437247-42438603
1.56757224083425e-08	1.9512586057112	0.114	0.028	0.00734609811649915	C3	chr16-70460597-70461710
1.57449437243044e-08	0.884279000336983	0.251	0.131	0.00737853723257705	C3	chr1-212949863-212952916
1.60899734356685e-08	1.10577972463418	0.116	0.05	0.00754022816118387	C3	chr2-235142109-235142955
1.69613996952888e-08	1.22203256688284	0.166	0.067	0.00794860377780349	C3	chr16-14657567-14658723
1.70654830167253e-08	1.21012677266381	0.15	0.061	0.00799738024064497	C3	chr4-38313797-38314987
1.7187807479932e-08	0.771284797832651	0.293	0.162	0.00805470503151304	C3	chr1-221439058-221441255
1.78504664112837e-08	1.11422595025307	0.282	0.126	0.00836524622385347	C3	chr16-56245253-56247234
1.78730650237029e-08	1.12049893672841	0.116	0.049	0.00837583658899285	C3	chr12-31874684-31875707
1.87496361530076e-08	1.41610488682973	0.133	0.047	0.00878662324074781	C3	chr13-99382421-99384078
1.88207110938102e-08	1.10578130803366	0.101	0.044	0.00881993101918117	C3	chr3-119700310-119700969
1.97460030884758e-08	1.39914199891511	0.126	0.045	0.0092535496813493	C3	chr8-26628326-26629287
2.08147908429014e-08	1.06960395721896	0.239	0.107	0.00975441461791805	C3	chr10-42951022-42953402
2.12898205240194e-08	1.57993342675303	0.124	0.039	0.00997702730235071	C3	chr17-4953451-4953921
2.22921882764796e-08	1.5805255070489	0.108	0.034	0.0104467658998184	C3	chr2-200472808-200473381
2.28863111660839e-08	1.29009325011895	0.118	0.045	0.0107251891154507	C3	chr10-71889986-71890575
2.3796584464614e-08	1.51214813907839	0.119	0.039	0.0111517695810676	C3	chr12-27331144-27331718
2.60189504030996e-08	1.87191206279669	0.148	0.039	0.0121932347084542	C3	chr16-57014445-57015301
2.7154286684526e-08	1.12842502012154	0.191	0.082	0.0127252862146827	C3	chr9-98992952-98994074
2.73258881232838e-08	0.786698501121738	0.218	0.119	0.0128057036253264	C3	chr7-75649145-75651115
2.79497807517541e-08	0.816970201781727	0.221	0.116	0.0130980778039138	C3	chr1-206506566-206508306
2.81336416744035e-08	1.54920163770875	0.142	0.046	0.013184240364234	C3	chr3-108005997-108007261
2.84332070794125e-08	0.875483737590827	0.122	0.062	0.013324625400418	C3	chr1-85598656-85599483
2.85113139936494e-08	1.24432217444485	0.125	0.049	0.0133612285655299	C3	chr22-35467599-35468327
2.8604065795841e-08	1.24045521217208	0.114	0.044	0.0134046947498392	C3	chr21-42039067-42041077
2.86475004869734e-08	0.826637498025491	0.259	0.136	0.0134250495057099	C3	chr5-156401860-156403265
2.87318904802526e-08	0.915053288925983	0.119	0.059	0.0134645971038703	C3	chr15-75651219-75651761
2.87611902875308e-08	1.07619161947202	0.227	0.103	0.0134783278432553	C3	chr10-44935337-44936288
2.87661218260039e-08	1.18897836998714	0.108	0.044	0.0134806389051984	C3	chr19-29671406-29671996
2.94392795100958e-08	1.2274658248549	0.162	0.064	0.0137961001175367	C3	chr19-18044596-18045775
2.98068385199157e-08	1.70754768141724	0.155	0.045	0.0139683489287496	C3	chr16-56998690-57001597
3.05095563919271e-08	1.32348463524672	0.105	0.04	0.0142976629023924	C3	chr6-29909458-29910255
3.06837384542706e-08	0.869739727821604	0.173	0.088	0.0143792896680864	C3	chr1-183989046-183989939
3.11970484275344e-08	1.1379056525707	0.208	0.09	0.014619841607547	C3	chr16-23144972-23145925
3.12782830089198e-08	1.21744416667975	0.116	0.047	0.0146579104881871	C3	chr15-43749520-43750182
3.17343279627821e-08	0.739050325840577	0.211	0.118	0.0148716263788706	C3	chr5-139667834-139668784
3.17611429986701e-08	1.85586069346465	0.104	0.027	0.0148841926823238	C3	chr10-81847051-81847961
3.26657413266627e-08	0.766847952777556	0.348	0.199	0.0153081136921726	C3	chr17-76497850-76499480
3.34033738641479e-08	1.53565077317669	0.146	0.048	0.0156537896905818	C3	chr10-24292751-24294110
3.46773492706519e-08	1.38935627391026	0.155	0.057	0.0162508115113563	C3	chr10-123859719-123860709
3.60489192855322e-08	1.08406169880782	0.146	0.064	0.0168935689958597	C3	chr10-69460708-69461971
4.01564315242931e-08	0.702896149720816	0.276	0.162	0.018818468348798	C3	chr7-26346578-26347570
4.07839185947684e-08	1.67707644685577	0.139	0.042	0.0191125269871477	C3	chr11-111732940-111733477
4.09266894236553e-08	1.0930793414251	0.14	0.062	0.0191794335379182	C3	chr5-134094493-134095053
4.23658110024792e-08	1.28884619989117	0.13	0.051	0.0198538476442808	C3	chr1-28594597-28595145
4.27400028133995e-08	1.30123605920346	0.15	0.057	0.0200292047784406	C3	chr11-132024507-132025303
4.53031338117705e-08	0.712997075458927	0.331	0.194	0.0212303622950762	C3	chr8-122969145-122971199
4.60179139619638e-08	1.77232734338337	0.108	0.029	0.0215653290020812	C3	chr12-124721683-124722209
4.60596514686173e-08	0.82690453166941	0.237	0.126	0.0215848884080866	C3	chr3-138361138-138362200
4.6556681771922e-08	1.04299735243035	0.167	0.077	0.021817811222094	C3	chr22-36873326-36874968
4.83412260856972e-08	0.822137828298834	0.261	0.142	0.0226541004393142	C3	chr13-51764084-51765214
4.9865473521445e-08	0.967749982970057	0.187	0.091	0.0233684069908813	C3	chr19-44745238-44745686
5.00539751537426e-08	2.01513024132615	0.117	0.027	0.0234567443223232	C3	chr11-94583212-94584846
5.02091189832801e-08	0.874917419389785	0.13	0.067	0.0235294492200156	C3	chr21-42535563-42536155
5.09920646497988e-08	1.63422951124711	0.169	0.052	0.0238963602647706	C3	chr5-132438910-132439894
5.12772300657211e-08	1.13026832304899	0.146	0.062	0.0240299970484688	C3	chr1-63731234-63732088
5.14495268238929e-08	0.948844074857333	0.151	0.072	0.0241107403059541	C3	chr6-2865619-2866811
5.21621682294083e-08	1.02945166446492	0.178	0.082	0.0244447047351794	C3	chr12-19382020-19382536
5.25040232230224e-08	1.02276092558201	0.172	0.08	0.0246049078989818	C3	chr10-6050461-6051495
5.31959386034914e-08	1.27555835207012	0.137	0.052	0.0249291595118156	C3	chr10-127977373-127978252
5.38319321724153e-08	0.507881941359762	0.244	0.16	0.0252272045420268	C3	chr6-31203313-31205098
5.45373680679649e-08	0.747382749033273	0.126	0.069	0.0255577922603223	C3	chr4-31458485-31459834
5.50264975542558e-08	0.402713626596367	0.22	0.15	0.0257870125223534	C3	chr1-205284065-205285387
5.60203155788283e-08	1.61140882939209	0.128	0.039	0.0262527444693907	C3	chr12-115374452-115375867
5.60888509596724e-08	0.395930328860914	0.379	0.27	0.0262848621363803	C3	chr5-178460179-178461503
5.8000826348542e-08	1.33009724308331	0.15	0.055	0.0271808692508909	C3	chr11-13314991-13316891
5.85172923545196e-08	0.890352147148555	0.15	0.072	0.0274229001988062	C3	chr7-5591497-5592180
5.85442049783844e-08	1.1169440053957	0.194	0.085	0.0274355122348153	C3	chr12-47754821-47755967
6.35305013149571e-08	1.20564017810232	0.101	0.04	0.029772235300727	C3	chr3-196159615-196160949
6.67451675771861e-08	0.895954443803529	0.238	0.121	0.0312787211365292	C3	chr6-44262698-44263843
6.69551051734162e-08	1.04566061077072	0.133	0.061	0.0313771039823129	C3	chr22-32137361-32138437
6.69774285073398e-08	1.15151258851813	0.137	0.058	0.0313875653439662	C3	chr10-97023502-97024505
7.10186334131601e-08	1.37905247908651	0.137	0.049	0.0332813911577758	C3	chr17-17983146-17983804
7.23830793041692e-08	1.48889881976484	0.102	0.033	0.0339208100712335	C3	chr13-110919909-110921925
7.3097870999824e-08	1.00644969633228	0.199	0.094	0.0342557821887765	C3	chr22-42357350-42358155
7.48917098363505e-08	0.645108019790799	0.239	0.142	0.0350964270888991	C3	chr5-18744315-18746649
7.54300614794029e-08	0.508475535240083	0.357	0.233	0.0353487142810311	C3	chr15-92803339-92804598
7.59717148206729e-08	1.68236406530744	0.151	0.045	0.0356025487446971	C3	chr18-51614840-51615755
7.62671107465383e-08	1.61304920359311	0.109	0.034	0.0357409798420395	C3	chr15-40878473-40879493
7.68362141641961e-08	1.14933414020241	0.164	0.071	0.036007678207553	C3	chr4-624747-625860
7.70523549615832e-08	0.467816320109688	0.337	0.229	0.0361089680532918	C3	chr21-45363643-45365074
7.89056077200028e-08	1.10282371648628	0.172	0.076	0.0369774560402172	C3	chr2-240373909-240374811
8.05559133679115e-08	1.02838199587218	0.169	0.078	0.037750837125691	C3	chr5-132475021-132475841
8.28966816785038e-08	1.21080848955386	0.115	0.046	0.0388477890383155	C3	chr2-31429467-31430631
8.32474186341791e-08	1.74611349420247	0.146	0.041	0.0390121545471167	C3	chr5-32530992-32532831
8.32874269701222e-08	1.66174162633733	0.105	0.031	0.0390309036135814	C3	chr15-87815847-87817753
8.71462843719239e-08	1.37928315608203	0.121	0.044	0.0408392760989303	C3	chr1-201476387-201476954
8.83605199732766e-08	1.5685317896203	0.142	0.045	0.0414083021145566	C3	chr1-19087615-19088309
8.90800909440889e-08	0.830536094880876	0.176	0.092	0.0417455139390374	C3	chr1-212595310-212596911
8.92242299737977e-08	0.945014078207909	0.144	0.07	0.0418130616683908	C3	chr3-172591616-172593361
9.09082907814621e-08	1.30382246812737	0.102	0.039	0.0426022614006258	C3	chr17-79931415-79931697
9.16830752864694e-08	0.988054922651235	0.224	0.105	0.0429653478884229	C3	chr4-37661783-37663671
9.55633883282437e-08	1.65488055274099	0.134	0.04	0.0447837751088765	C3	chr12-124412536-124413004
9.86957646089423e-08	0.485288416847957	0.426	0.289	0.046251697472924	C3	chr15-73981518-73983667
9.95911173904297e-08	0.697877814420372	0.249	0.144	0.0466712857515597	C3	chr15-67120679-67121964
1.01282504750576e-07	1.26269492607257	0.167	0.065	0.0474639189187576	C3	chr8-73363992-73365964
1.04051226983267e-07	1.33593247470992	0.105	0.039	0.0487614224499413	C3	chr13-110261207-110262400
1.05257766622368e-07	0.720026825538568	0.23	0.13	0.0493268419144739	C3	chr6-12369642-12370345
